Drug_Name,SMILES,HDAC6_Activity_Prob
Ketotifen,CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12,0.087960295
Lutetium Lu 177 dotatate,[177Lu+3].C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(O)=O,0.08790344
Dotatate gallium Ga-68,[68Ga+3].C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(O)=O,0.08790344
Phenacemide,NC(=O)NC(=O)CC1=CC=CC=C1,0.08779243
Ropivacaine,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,0.0877564
Valbenazine,COC1=C(OC)C=C2[C@H]3C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN3CCC2=C1,0.08770191
Methyldopa,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O,0.08754927
Calcium acetate,[Ca++].CC([O-])=O.CC([O-])=O,0.087485105
Valrubicin,[H][C@@]1(C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)COC(=O)CCCC)O[C@H]1C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O1,0.08747637
Benzphetamine,C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1,0.087375365
Potassium acetate,[K+].CC([O-])=O,0.08735096
Sodium acetate,[Na+].CC([O-])=O,0.08735096
Aluminum acetate,[Al+3].CC([O-])=O.CC([O-])=O.CC([O-])=O,0.08735096
Zinc acetate,[Zn++].CC([O-])=O.CC([O-])=O,0.08735096
Pyrantel,[H]\C(=C(\[H])C1=NCCCN1C)C1=CC=CS1,0.087253325
Serdexmethylphenidate,[H][C@@]1(CCCCN1C(=O)OC[N+]1=CC=CC(=C1)C(=O)N[C@@H](CO)C([O-])=O)[C@H](C(=O)OC)C1=CC=CC=C1,0.0871754
alpha-Tocopherol succinate,[H][C@@](C)(CCCC(C)C)CCC[C@@]([H])(C)CCC[C@]1(C)CCC2=C(C)C(OC(=O)CCC(O)=O)=C(C)C(C)=C2O1,0.08704382
Levoleucovorin,NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1,0.087024055
Sulfadimethoxine,COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,0.08672827
Fluconazole,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,0.08661465
Rimantadine,CC(N)C12CC3CC(CC(C3)C1)C2,0.086478084
Iopamidol,C[C@H](O)C(=O)NC1=C(I)C(C(=O)NC(CO)CO)=C(I)C(C(=O)NC(CO)CO)=C1I,0.08639488
Bismuth subgallate,O[Bi]1OC2=CC(=CC(O)=C2O1)C(O)=O,0.08634904
Methylphenidate,COC(=O)C(C1CCCCN1)C1=CC=CC=C1,0.08610297
Dexmethylphenidate,[H][C@@](C(=O)OC)(C1=CC=CC=C1)[C@@]1([H])CCCCN1,0.08610297
Acetic acid,CC(O)=O,0.08598597
Sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,0.085971884
Deferiprone,CN1C=CC(=O)C(O)=C1C,0.085737854
Cetyl alcohol,CCCCCCCCCCCCCCCCO,0.0854467
Docosanol,CCCCCCCCCCCCCCCCCCCCCCO,0.0854467
Iloperidone,COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O,0.08539747
Flucytosine,NC1=C(F)C=NC(=O)N1,0.08530031
Pralatrexate,NC1=NC2=NC=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N=C2C(N)=N1,0.085055195
Terfenadine,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,0.085044205
Fluciclovine (18F),N[C@]1(C[C@H]([18F])C1)C(O)=O,0.084950924
Benfotiamine,C\C(N(CC1=CN=C(C)N=C1N)C=O)=C(/CCOP(O)(O)=O)SC(=O)C1=CC=CC=C1,0.084943384
Zinc phenolsulfonate,[Zn++].OC1=CC=C(C=C1)S([O-])(=O)=O.OC1=CC=C(C=C1)S([O-])(=O)=O,0.08493556
Pheniramine,CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=N1,0.08489628
Sincalide,CSCC[C@H](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@@H](N)CC(O)=O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,0.084870264
Suprofen,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,0.08478475
Hydroxyamphetamine,CC(N)CC1=CC=C(O)C=C1,0.08456796
Diaminopropanol tetraacetic acid,OC(CN(CC(O)=O)CC(O)=O)CN(CC(O)=O)CC(O)=O,0.08456298
Amitriptyline,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,0.084484234
Tetryzoline,C1CN=C(N1)C1CCCC2=CC=CC=C12,0.08410867
Penicillamine,[H][C@](N)(C(O)=O)C(C)(C)S,0.08403779
Micronomicin,CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1,0.084037274
Homatropine,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)C1=CC=CC=C1)N2C,0.0839903
Epinephrine,CNC[C@H](O)C1=CC(O)=C(O)C=C1,0.08387181
Minoxidil,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,0.08377535
Perphenazine,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,0.083729684
Dapiprazole,CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1,0.08369004
Leuprolide,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1,0.08362477
Zolmitriptan,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12,0.083454594
Profenamine,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12,0.08345046
Enoximone,CSC1=CC=C(C=C1)C(=O)C1=C(C)NC(=O)N1,0.083285965
Sodium stibogluconate,O.O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[H][C@@]1(O[Sb]2(O)(O[Sb]34([O-])O[C@@H](C([O-])=O)[C@@]([H])(O3)[C@]([H])(O4)[C@H](O)CO)O[C@@H](C([O-])=O)[C@@]1([H])O2)[C@H](O)CO,0.083271995
Olopatadine,CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2,0.08311153
DL-Methylephedrine,C[C@@H]([C@H](O)C1=CC=CC=C1)N(C)C,0.08308737
Clomipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2,0.08302284
Procaine benzylpenicillin,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1.[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,0.082972035
Olsalazine,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(O)C(=C1)C(O)=O,0.082954004
Cetrimonium,CCCCCCCCCCCCCCCC[N+](C)(C)C,0.08291076
Methoxamine,COC1=CC(C(O)C(C)N)=C(OC)C=C1,0.08284606
Allantoin,NC(=O)NC1NC(=O)NC1=O,0.08273101
Bupropion,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,0.08265974
Glycerol phenylbutyrate,O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1,0.082622714
Dehydrocholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])C(=O)C[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC(=O)[C@]12C)[C@H](C)CCC(O)=O,0.08253064
Promazine,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12,0.082519114
Telotristat ethyl,CCOC(=O)[C@@H](N)CC1=CC=C(C=C1)C1=NC(N)=NC(O[C@H](C2=CC=C(Cl)C=C2N2C=CC(C)=N2)C(F)(F)F)=C1,0.082448676
Latanoprostene bunod,O[C@H](CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)OCCCCO[N+]([O-])=O)CCC1=CC=CC=C1,0.08221556
Fenofibric acid,CC(C)(OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1)C(O)=O,0.08213511
Ecamsule,CC1(C)C2CCC1(CS(O)(=O)=O)C(=O)C2=CC1=CC=C(C=C2C3CCC(CS(O)(=O)=O)(C2=O)C3(C)C)C=C1,0.081740476
Silicon dioxide,O=[Si]=O,0.081735395
Sodium lauryl sulfoacetate,[Na+].CCCCCCCCCCCCOC(=O)CS([O-])(=O)=O,0.081722654
D-Methionine,CSCC[C@@H](N)C(O)=O,0.08169714
Methionine,CSCC[C@H](N)C(O)=O,0.08169714
Racemethionine,CSCCC(N)C(O)=O,0.08169714
Triamcinolone,[H][C@@]12C[C@@H](O)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,0.08163656
Alfentanil,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,0.08156995
Sibutramine,CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1,0.08129739
Oritavancin,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(NCC5=CC=C(C=C5)C5=CC=C(Cl)C=C5)[C@@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O[C@H]1C[C@](C)(N)[C@@H](O)[C@H](C)O1)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2,0.081273265
Vernakalant,COC1=C(OC)C=C(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)C=C1,0.08123332
Clonazepam,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,0.081172235
Piracetam,NC(=O)CN1CCCC1=O,0.0809089
Glycyrrhizic acid,[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](O[C@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O,0.08076433
Oseltamivir,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,0.08061805
Piperaquine,ClC1=CC2=C(C=C1)C(=CC=N2)N1CCN(CCCN2CCN(CC2)C2=CC=NC3=C2C=CC(Cl)=C3)CC1,0.080523245
Erythrityl tetranitrate,[O-][N+](=O)OC[C@@H](O[N+]([O-])=O)[C@H](CO[N+]([O-])=O)O[N+]([O-])=O,0.08036
Ioxitalamic acid,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C1I,0.0800495
Hexetidine,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,0.08004834
Propylparaben,CCCOC(=O)C1=CC=C(O)C=C1,0.08004398
Cerivastatin,COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C(C)C)N=C1C(C)C,0.07998515
Chlorpheniramine,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,0.079912424
Busulfan,CS(=O)(=O)OCCCCOS(C)(=O)=O,0.07977247
Iodipamide,OC(=O)C1=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C(I)C=C1I,0.07971299
PBT-434,CCNCC1=NC2=C(C(Cl)=CC(Cl)=C2O)C(=O)N1C,0.07943039
Oxymorphone,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O,0.0793926
Polidocanol,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.07935037
Vitamin A,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,0.07922709
Hexylresorcinol,CCCCCCC1=C(O)C=C(O)C=C1,0.079194985
Oxytetracycline,[H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,0.079150386
Lidocaine,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,0.07898835
Levetiracetam,CC[C@H](N1CCCC1=O)C(N)=O,0.07894287
Ivacaftor,CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C,0.078689575
Tocainide,CC(N)C(=O)NC1=C(C)C=CC=C1C,0.0786253
Scopolamine,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,0.0786197
Ivabradine,COC1=C(OC)C=C2[C@@H](CN(C)CCCN3CCC4=CC(OC)=C(OC)C=C4CC3=O)CC2=C1,0.07851981
Technetium Tc-99m medronate,O.O.[98Tc+4].[O-]P([O-])(=O)CP([O-])([O-])=O,0.07840657
Clobazam,CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O,0.078404225
Butobarbital,CCCCC1(CC)C(=O)NC(=O)NC1=O,0.07811433
Morphine,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,0.07800337
Lorcaserin,C[C@H]1CNCCC2=CC=C(Cl)C=C12,0.07796497
Hexafluronium,C[N+](C)(CCCCCC[N+](C)(C)C1C2=C(C=CC=C2)C2=C1C=CC=C2)C1C2=C(C=CC=C2)C2=C1C=CC=C2,0.07782648
Phenylacetic acid,OC(=O)CC1=CC=CC=C1,0.07779411
Rotigotine,CCCN(CCC1=CC=CS1)[C@H]1CCC2=C(O)C=CC=C2C1,0.07776188
Dimetotiazine,CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)S(=O)(=O)N(C)C)N(C)C,0.077651784
Elvitegravir,[H][C@@](CO)(C(C)C)N1C=C(C(O)=O)C(=O)C2=C1C=C(OC)C(CC1=C(F)C(Cl)=CC=C1)=C2,0.07764097
Homatropine methylbromide,[Br-].C[N+]1(C)C2CCC1CC(C2)OC(=O)C(O)C1=CC=CC=C1,0.07762138
Cinoxacin,CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12,0.07761298
Promethazine,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,0.0774977
Mecamylamine,CNC1(C)C2CCC(C2)C1(C)C,0.07731988
Indomethacin,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,0.07705372
Pentolinium,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,0.077034965
Fludeoxyglucose (18F),[H]C(=O)[C@H]([18F])[C@@H](O)[C@H](O)[C@H](O)CO,0.0767807
Temazepam,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1,0.07671333
Rizatriptan,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2,0.07668775
Selexipag,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)C1=NC(C2=CC=CC=C2)=C(N=C1)C1=CC=CC=C1,0.076640435
Iloprost,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O,0.076633036
Monomethyl fumarate,COC(=O)\C=C\C(O)=O,0.07661917
Lapyrium,CCCCCCCCCCCC(=O)OCCNC(=O)C[N+]1=CC=CC=C1,0.07652638
Ropinirole,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,0.07641718
Risdiplam,CC1=CN2N=C(C=C(C)C2=N1)C1=CC(=O)N2C=C(C=CC2=N1)N1CCNC2(CC2)C1,0.07628114
Methylparaben,COC(=O)C1=CC=C(O)C=C1,0.076236024
Indium In-111 pentetreotide,[111In+3].CC(O)C(CO)N=C(O)C1CSSCC(N=C(O)C(CC2=CC=CC=C2)N=C([O-])CN(CCN(CCC(C(O)=O)C(O)=O)CC([O-])=O)CC([O-])=O)C(O)=NC(CC2=CC=CC=C2)C(O)=NC(CC2=CNC3=CC=CC=C23)C(O)=NC(CCCCN)C([O-])=NC(C(C)O)C(O)=N1,0.07606884
Nitrous oxide,[N-]=[N+]=O,0.075901665
Tolazamide,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,0.075876065
Treprostinil,[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1,0.07587393
Salsalate,OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O,0.07571477
Tyrosine,N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,0.07556135
Latanoprost,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1,0.07536502
Imatinib,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1,0.07535273
Pomalidomide,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.075308904
Tedizolid,CN1N=NC(=N1)C1=NC=C(C=C1)C1=C(F)C=C(C=C1)N1C[C@H](CO)OC1=O,0.07530812
Tazarotene,CCOC(=O)C1=CN=C(C=C1)C#CC1=CC2=C(SCCC2(C)C)C=C1,0.07502188
Cannabidiol,CCCCCC1=CC(O)=C([C@@H]2C=C(C)CC[C@H]2C(C)=C)C(O)=C1,0.07500679
Sodium metavanadate,[Na+].[O-][V](=O)=O,0.07495718
Sulindac,CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O,0.07493239
Nateglinide,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O,0.07483636
Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,0.07482439
Odevixibat,CCCCC1(CCCC)CN(C2=CC=CC=C2)C2=CC(SC)=C(OCC(=O)N[C@@H](C(=O)N[C@@H](CC)C(O)=O)C3=CC=C(O)C=C3)C=C2S(=O)(=O)N1,0.07474382
Dexmedetomidine,C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1,0.07468468
Succimer,OC(=O)[C@@H](S)[C@@H](S)C(O)=O,0.07454299
Dimercaptosuccinic acid,OC(=O)C(S)C(S)C(O)=O,0.07454299
Technetium Tc-99m succimer,[99Tc].OC(=O)[C@@H](S)[C@@H](S)C(O)=O,0.07454299
Benazepril,[H][C@@]1(CCC2=CC=CC=C2N(CC(O)=O)C1=O)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,0.074504055
Ebastine,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1,0.074495085
Iopanoic acid,CCC(CC1=C(I)C(N)=C(I)C=C1I)C(O)=O,0.074266866
Trolamine salicylate,OCCN(CCO)CCO.OC(=O)C1=CC=CC=C1O,0.074248426
Propyl alcohol,CCCO,0.07421769
Haloperidol,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,0.074173965
Ferrous glycine sulfate,[Fe++].NCC([O-])=O.NCC([O-])=O.OS(O)(=O)=O,0.07410006
Thenyldiamine,CN(C)CCN(CC1=CSC=C1)C1=CC=CC=N1,0.07400192
Vericiguat,COC(=O)NC1=C(N)N=C(N=C1N)C1=NN(CC2=CC=CC=C2F)C2=C1C=C(F)C=N2,0.07387281
Rose bengal I-131,OC(=O)C1=C(C(Cl)=C(Cl)C(Cl)=C1Cl)C1=C2C=C([131I])C(=O)C([131I])=C2OC2=C([131I])C(O)=C([131I])C=C12,0.073582
Methacholine,CC(C[N+](C)(C)C)OC(C)=O,0.07357023
Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,0.07353011
Nialamide,O=C(CCNNC(=O)C1=CC=NC=C1)NCC1=CC=CC=C1,0.07341006
Calcium Phosphate,[Ca++].[Ca++].[Ca++].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O,0.07337357
Aluminium phosphate,[Al+3].[O-]P([O-])([O-])=O,0.07325933
Fenoterol,CC(CC1=CC=C(O)C=C1)NCC(O)C1=CC(O)=CC(O)=C1,0.07318693
Pinaverium,COC1=C(OC)C=C(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)C(Br)=C1,0.07316915
Sulthiame,NS(=O)(=O)C1=CC=C(C=C1)N1CCCCS1(=O)=O,0.073110126
Butylene glycol,CC(O)CCO,0.07310342
Propylene glycol,CC(O)CO,0.07310342
Cariprazine,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)C2=C(Cl)C(Cl)=CC=C2)CC1,0.07304931
Copanlisib,COC1=C(OCCCN2CCOCC2)C=CC2=C1N=C(NC(=O)C1=CN=C(N)N=C1)N1CCN=C21,0.07293846
Triclofos,OP(O)(=O)OCC(Cl)(Cl)Cl,0.07279102
Tolazoline,C(C1=NCCN1)C1=CC=CC=C1,0.07278341
Etidocaine,CCCN(CC)C(CC)C(=O)NC1=C(C)C=CC=C1C,0.07273203
Diethylpropion,CCN(CC)C(C)C(=O)C1=CC=CC=C1,0.07272766
Anisotropine methylbromide,[Br-].CCCC(CCC)C(=O)O[C@H]1CC2CCC(C1)[N+]2(C)C,0.072640516
Amisulpride,CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC,0.072626315
Oxybenzone,COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,0.07246336
Diamorphine,[H][C@@]12C=C[C@H](OC(C)=O)[C@@H]3OC4=C(OC(C)=O)C=CC5=C4[C@]13CCN(C)[C@@H]2C5,0.07245715
Betamethasone,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,0.07205355
Dexamethasone,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,0.07205355
Chloral hydrate,OC(O)C(Cl)(Cl)Cl,0.07201106
Indacaterol,CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1,0.07186992
Lisdexamfetamine,C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN,0.0718289
Magnesium trisilicate,[Mg++].[Mg++].[O-][Si](=O)O[Si]([O-])([O-])O[Si]([O-])=O,0.071818344
Iodohippurate sodium I-131,[Na+].[O-]C(=O)CNC(=O)C1=C([131I])C=CC=C1,0.07175605
Alvimopan,C[C@H]1CN(C[C@H](CC2=CC=CC=C2)C(=O)NCC(O)=O)CC[C@@]1(C)C1=CC(O)=CC=C1,0.07164589
Difelikefalin,CC(C)C[C@@H](NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N[C@H](CCCCN)C(=O)N1CCC(N)(CC1)C(O)=O,0.07162564
Diazoxide,CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2,0.07157756
Nitric Oxide,[N]=O,0.071516916
Bismuth subnitrate,[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[O--].[Bi+3].[Bi+3].[Bi+3].[Bi+3].[Bi+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,0.071516916
Titanium dioxide,O=[Ti]=O,0.071516916
Gallium nitrate,[Ga+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,0.071516916
Potassium nitrate,[K+].[O-][N+]([O-])=O,0.071516916
Chromic nitrate,[Cr+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,0.071516916
Oxygen,O=O,0.071516916
Silver nitrate,[Ag+].[O-]N(=O)=O,0.071516916
Zinc oxide,O=[Zn],0.071516916
Formaldehyde,[H]C([H])=O,0.071516916
Aluminum zirconium octachlorohydrex gly,O.O.[Al+3].[Cl-].[Zr+4].NCC([O-])=O,0.0714816
Gadofosveset trisodium,[Na+].[Na+].[Na+].[Gd+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)C[C@H](COP([O-])(=O)OC1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1)N(CC([O-])=O)CC([O-])=O,0.07142328
Chloramphenicol,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,0.07126571
Copper oxodotreotide Cu-64,[64Cu++].C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC(O)=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(O)=O,0.07120312
