SMILES,title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_i_glide_gscore,r_i_glide_lipo,r_i_glide_hbond,r_i_glide_metal,r_i_glide_rewards,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_erotb,r_i_glide_esite,r_i_glide_emodel,r_i_glide_energy,r_i_glide_einternal
CC(C)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,"480953",623,Done,4.46,-3.14519,"5edu_chain-A_Grid",-3.80209,-1.40563,-0.0618299,-0,-0.823931,-40.2375,-0.0538824,0.509263,0,-47.8912,-40.2914,2.30714
c1ccc2[nH]c(-c3cscn3)nc2c1,"5430",624,Done,0.49,-4.9093,"5edu_chain-A_Grid",-4.9104,-1.13824,-0.197072,-0,-2.10361,-22.7809,-4.91036,0.404118,0,-34.7793,-27.6912,2.43563
c1ccc2[n-]c(-c3cscn3)nc2c1,"5430",625,Done,0.47,1.3151,"5edu_chain-A_Grid",-5.1525,-1.09822,-0.233951,-0,-2.15215,-21.8021,-6.57063,0.407515,0,-37.6359,-28.3727,0.0417886
CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,"5282226",626,Done,23.61,-4.27608,"5edu_chain-A_Grid",-4.27608,-1.6584,-0.59606,-0,-0.0482727,-28.1032,-10.2884,0.978035,-0.00296578,-46.7516,-38.3916,9.91305
O=C1N(Cc2ccccc2)[C@@H]2[C@H]3CCC[S@+]3C[C@@H]2N1Cc1ccccc1,"23576",627,Done,1.81,-4.75833,"5edu_chain-A_Grid",-4.75833,-2.19117,-0.204449,-0,-1.05863,-29.4211,-2.72661,0.57596,0,-43.6727,-32.1477,0.583155
O=C1N(Cc2ccccc2)[C@@H]2[C@H]3CCC[S@@+]3C[C@@H]2N1Cc1ccccc1,"23576",628,Done,1.72,-4.9644,"5edu_chain-A_Grid",-4.9644,-1.98529,-0.32,-0,-1.08496,-29.5566,-4.48186,0.57596,0,-44.6608,-34.0384,1.88638
O=C1N(Cc2ccccc2)[C@H]2[C@H](C[S@@+]3CCC[C@@H]23)N1Cc1ccccc1,"23576",629,Done,1.72,-4.8275,"5edu_chain-A_Grid",-4.8275,-2.10576,-0.275189,-0,-1.06696,-29.2072,-3.30131,0.57596,0,-43.1014,-32.5085,0.820919
O=C1N(Cc2ccccc2)[C@H]2[C@H](C[S@+]3CCC[C@@H]23)N1Cc1ccccc1,"23576",630,Done,1.6,-4.70241,"5edu_chain-A_Grid",-4.70241,-1.75449,-0.32,-0,-1.05029,-26.7738,-5.43263,0.57596,0,-42.3968,-32.2064,1.128
O=C1N(Cc2ccccc2)[C@@H]2[C@@H](C[S@@+]3CCC[C@H]23)N1Cc1ccccc1,"23576",631,Done,2.43,-4.93337,"5edu_chain-A_Grid",-4.93337,-1.98675,-0.225496,-0,-1.10029,-29.7406,-4.73178,0.57596,0,-44.0977,-34.4724,2.33506
O=C1N(Cc2ccccc2)[C@@H]2[C@@H](C[S@+]3CCC[C@H]23)N1Cc1ccccc1,"23576",632,Done,1.75,-3.298,"5edu_chain-A_Grid",-3.298,-0.681038,0,-0,-0.951298,-24.2136,-6.70341,0.57596,-0.0254318,-38.0957,-30.917,1.46428
O=C1N(Cc2ccccc2)[C@@H]2[C@@H](C[S@@+]3CCC[C@@H]23)N1Cc1ccccc1,"23576",633,Done,1.71,-4.93951,"5edu_chain-A_Grid",-4.93951,-1.91348,-0.293792,-0,-1.09196,-28.7067,-5.20608,0.57596,0,-45.0959,-33.9128,2.17324
O=C1N(Cc2ccccc2)[C@@H]2[C@@H](C[S@+]3CCC[C@@H]23)N1Cc1ccccc1,"23576",634,Done,1.96,-3.94104,"5edu_chain-A_Grid",-3.94104,-1.50454,0,-0,-1.07529,-26.6542,-4.01528,0.57596,-0.00215753,-39.4491,-30.6695,0.826726
CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F,"72950888",635,Done,4.25,-4.91836,"5edu_chain-A_Grid",-4.91846,-2.41784,-0.0186457,-0,-0.191667,-42.4997,-1.58807,0.227815,-0.154923,-55.4455,-44.0877,3.14582
O=C(CCCCCCC(=O)Nc1ccccc1)NO,"5311",640,Done,4.95,-5.25082,"5edu_chain-A_Grid",-5.26482,-1.26935,-0.859923,-2.3,-0.659389,-29.7042,-20.1974,4.57957,-0.240913,-61.0783,-49.9015,11.1048
O=C(CCCCCCC(=O)Nc1ccccc1)N[O-],"5311",641,Done,4.39,-5.90691,"5edu_chain-A_Grid",-5.94111,-0.937328,-0.819538,-1.66124,-1.70421,-17.2465,-25.4789,4.09765,-0.232288,-75.1998,-42.7254,10.1584
COc1cc(C(=O)[N-]S(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,"5717",642,Done,4.77,-2.47884,"5edu_chain-A_Grid",-2.48044,-1.67193,-0.0110032,-0,1.72752,-35.7466,-8.00199,0.474355,-0.0117519,-40.677,-43.7486,10.3777
